Date,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
2022-03-26,3022,4629.0,254.0,6642.0,4896.0,19.0
2022-03-27,2031,2942.0,254.0,4909.0,4896.0,33.0
2022-03-28,13027,7620.0,254.0,14486.0,4896.0,49.0
2022-03-29,13418,8535.0,255.0,15308.0,4970.0,57.0
2022-03-30,13667,8693.0,261.0,15187.0,5042.0,80.0
2022-03-31,13451,8495.0,248.0,15075.0,4955.0,62.0
2022-04-01,12837,8514.0,181.0,14617.0,4692.0,67.0
2022-04-02,2751,4433.0,266.0,6021.0,4936.0,15.0
2022-04-03,2052,3363.0,266.0,5203.0,4936.0,56.0
2022-04-04,13714,7935.0,266.0,14466.0,4936.0,48.0
2022-04-05,14132,8463.0,285.0,15602.0,5037.0,50.0
2022-04-06,14261,8349.0,249.0,15143.0,4690.0,68.0
2022-04-07,12644,7607.0,224.0,13913.0,4633.0,55.0
2022-04-08,12639,7956.0,190.0,13976.0,4039.0,48.0
2022-04-09,3084,4630.0,253.0,6502.0,2913.0,30.0
2022-04-10,2035,3536.0,253.0,5237.0,2913.0,24.0
2022-04-11,9488,7256.0,253.0,12413.0,2913.0,40.0
2022-04-12,10254,7869.0,277.0,13742.0,2913.0,48.0
2022-04-13,9915,7671.0,235.0,13210.0,2913.0,58.0
2022-04-14,9845,7470.0,173.0,12618.0,2913.0,83.0
2022-04-15,1155,2768.0,231.0,3000.0,2913.0,8.0
2022-04-16,2541,4171.0,231.0,5337.0,2913.0,12.0
2022-04-17,1569,3203.0,231.0,4099.0,2913.0,14.0
2022-04-18,1839,3064.0,231.0,4454.0,2913.0,22.0
2022-04-19,9097,6941.0,231.0,12267.0,2913.0,51.0
2022-04-20,9682,7575.0,238.0,13207.0,2913.0,48.0
2022-04-21,9704,7564.0,221.0,13175.0,2913.0,49.0
2022-04-22,9307,7546.0,160.0,12607.0,2913.0,50.0
2022-04-23,2932,4614.0,238.0,6026.0,2913.0,21.0
2022-04-24,2094,5283.0,238.0,5204.0,2913.0,18.0
2022-04-25,1675,3039.0,238.0,4089.0,2913.0,11.0
2022-04-26,14074,8797.0,238.0,15608.0,2913.0,63.0
2022-04-27,14299,8797.0,252.0,15723.0,5160.0,92.0
2022-04-28,14221,8741.0,252.0,15995.0,5169.0,71.0
2022-04-29,13989,9034.0,198.0,15513.0,5070.0,50.0
2022-04-30,2947,4949.0,262.0,6182.0,4737.0,17.0
2022-05-01,2116,3635.0,262.0,5166.0,4737.0,15.0
2022-05-02,13602,8231.0,262.0,15038.0,4737.0,65.0
2022-05-03,14452,8861.0,271.0,16091.0,4884.0,64.0
2022-05-04,14028,8768.0,263.0,15588.0,4916.0,118.0
2022-05-05,14014,8862.0,254.0,16040.0,4773.0,72.0
2022-05-07,2957,4761.0,261.0,6214.0,4528.0,18.0
2022-05-08,1815,3424.0,261.0,4869.0,4528.0,18.0
2022-05-09,13333,8416.0,261.0,14670.0,4528.0,53.0
2022-05-10,13618,8881.0,270.0,15462.0,4768.0,97.0
2022-05-11,13897,8834.0,256.0,15412.0,4604.0,67.0
2022-05-12,12449,7602.0,250.0,13954.0,4386.0,56.0
2022-05-13,13176,8858.0,167.0,15019.0,4461.0,71.0
2022-05-14,2993,4715.0,224.0,6276.0,4462.0,17.0
2022-05-15,1733,3050.0,224.0,4560.0,4462.0,26.0
2022-05-16,13615,7662.0,224.0,14577.0,4462.0,55.0
2022-05-17,13979,9047.0,284.0,15836.0,4485.0,56.0
2022-05-18,13723,8795.0,255.0,15675.0,4227.0,50.0
2022-05-19,13710,8879.0,269.0,15691.0,4375.0,71.0
2022-05-20,13225,8420.0,168.0,15030.0,3992.0,60.0
2022-05-21,3102,4821.0,216.0,6478.0,4420.0,19.0
2022-05-22,1955,2981.0,216.0,4777.0,4420.0,18.0
2022-05-23,12914,8289.0,216.0,14440.0,4420.0,42.0
2022-05-24,14029,9022.0,242.0,15715.0,3905.0,75.0
2022-05-25,13683,9034.0,234.0,15536.0,4531.0,54.0
2022-05-26,14094,9156.0,236.0,15478.0,4057.0,76.0
2022-05-27,13001,8735.0,182.0,14701.0,2498.0,123.0
2022-05-28,2855,4303.0,261.0,6034.0,4274.0,11.0
2022-05-29,2049,3591.0,261.0,4969.0,4274.0,16.0
2022-05-30,1652,2453.0,261.0,3643.0,4274.0,13.0
2022-05-31,12985,7786.0,261.0,14379.0,4274.0,57.0
2022-06-01,13412,8458.0,243.0,14828.0,4518.0,78.0
2022-06-02,13351,8513.0,249.0,14933.0,4426.0,64.0
2022-06-03,12913,8520.0,193.0,14151.0,4191.0,51.0
2022-06-04,2632,4137.0,222.0,5868.0,4404.0,16.0
2022-06-05,1704,2837.0,222.0,4354.0,4404.0,12.0
2022-06-06,12330,7863.0,222.0,13727.0,4404.0,49.0
2022-06-07,12863,8321.0,233.0,14594.0,4367.0,58.0
2022-06-08,13434,8663.0,254.0,14764.0,4138.0,38.0
2022-06-09,13407,8337.0,226.0,14799.0,4397.0,48.0
2022-06-10,12698,8385.0,193.0,14180.0,3862.0,48.0
2022-06-11,2802,4292.0,233.0,5975.0,3038.0,22.0
2022-06-12,1918,3625.0,233.0,4776.0,3038.0,20.0
2022-06-13,1828,3004.0,233.0,4246.0,3038.0,13.0
2022-06-14,12488,8421.0,233.0,14413.0,3038.0,43.0
2022-06-15,13225,8683.0,228.0,14884.0,4201.0,39.0
2022-06-16,12723,8434.0,238.0,14196.0,4010.0,42.0
2022-06-17,12574,8810.0,194.0,14281.0,4069.0,44.0
2022-06-18,2948,4648.0,231.0,6328.0,3991.0,28.0
2022-06-19,1973,3308.0,231.0,5036.0,3991.0,19.0
2022-06-20,11883,8121.0,231.0,13980.0,3991.0,47.0
2022-06-21,12111,8289.0,251.0,14338.0,4000.0,52.0
2022-06-22,12441,8744.0,227.0,14611.0,3798.0,55.0
2022-06-23,12406,8506.0,244.0,14809.0,3999.0,74.0
2022-06-24,12099,7798.0,177.0,13846.0,2940.0,57.0
2022-06-25,3022,4736.0,218.0,6342.0,2678.0,21.0
2022-06-26,2032,3506.0,218.0,4891.0,2678.0,28.0
2022-06-27,11424,7787.0,218.0,13919.0,2678.0,66.0
2022-06-28,11895,8363.0,262.0,14384.0,2913.0,57.0
2022-06-29,11434,8254.0,248.0,13939.0,2642.0,49.0
2022-06-30,11479,8122.0,225.0,14257.0,1309.0,68.0
2022-07-01,10111,7288.0,160.0,12247.0,1399.0,45.0
2022-07-02,2463,4217.0,204.0,5900.0,2244.0,26.0
2022-07-03,1850,3215.0,204.0,4811.0,2244.0,22.0
2022-07-04,8969,7382.0,204.0,12245.0,2244.0,52.0
2022-07-05,9438,7927.0,213.0,12931.0,2244.0,27.0
2022-07-06,9609,7958.0,235.0,12697.0,2244.0,52.0
2022-07-07,9635,7788.0,226.0,12984.0,2244.0,72.0
2022-07-08,9344,7810.0,158.0,12178.0,2244.0,43.0
2022-07-09,2878,4941.0,217.0,5986.0,2244.0,16.0
2022-07-10,1859,3402.0,217.0,4810.0,2244.0,14.0
2022-07-11,8989,7192.0,217.0,12152.0,2244.0,46.0
2022-07-12,9556,7802.0,229.0,12924.0,2244.0,54.0
2022-07-13,9529,7873.0,226.0,12933.0,2244.0,48.0
2022-07-14,9513,7978.0,200.0,12749.0,2244.0,53.0
2022-07-15,9293,7980.0,159.0,12601.0,2244.0,45.0
2022-07-16,2823,4503.0,198.0,6346.0,2244.0,19.0
2022-07-17,2062,3396.0,198.0,4890.0,2244.0,29.0
2022-07-18,12338,7825.0,198.0,13925.0,2244.0,54.0
2022-07-19,13438,8299.0,221.0,14648.0,4620.0,58.0
2022-07-20,13322,8369.0,212.0,14852.0,4448.0,61.0
2022-07-21,12698,7583.0,188.0,14168.0,4564.0,61.0
2022-07-22,12742,8300.0,162.0,14332.0,4422.0,65.0
2022-07-23,3016,5045.0,208.0,6759.0,4763.0,30.0
2022-07-24,2133,3897.0,208.0,5351.0,4763.0,13.0
2022-07-25,12959,8398.0,208.0,14429.0,4763.0,51.0
2022-07-26,13363,8790.0,227.0,15117.0,4590.0,54.0
2022-07-27,13714,7700.0,227.0,15424.0,4499.0,60.0
2022-07-28,13634,8601.0,218.0,15277.0,4444.0,70.0
2022-07-29,13216,8693.0,178.0,14737.0,4336.0,59.0
2022-07-30,2960,5559.0,230.0,6751.0,3938.0,15.0
2022-07-31,1939,3626.0,230.0,4918.0,3938.0,18.0
2022-08-01,12972,8081.0,230.0,14630.0,3938.0,53.0
2022-08-02,14063,8847.0,241.0,15540.0,4633.0,72.0
2022-08-03,13162,8636.0,235.0,14960.0,4443.0,67.0
2022-08-04,9753,6280.0,157.0,11787.0,3258.0,58.0
2022-08-05,11957,8944.0,147.0,14679.0,1355.0,58.0
2022-08-06,2971,4809.0,224.0,6471.0,4586.0,21.0
2022-08-07,2049,3796.0,224.0,5285.0,4586.0,34.0
2022-08-08,13260,8249.0,224.0,15030.0,4586.0,66.0
2022-08-09,14080,9091.0,207.0,16697.0,4651.0,65.0
2022-08-10,14125,9218.0,193.0,16583.0,4486.0,52.0
2022-08-11,13507,8622.0,196.0,15511.0,4108.0,71.0
2022-08-12,13072,8453.0,152.0,14451.0,4094.0,44.0
2022-08-13,3097,4934.0,229.0,6808.0,4725.0,21.0
2022-08-14,2020,3445.0,229.0,5028.0,4725.0,34.0
2022-08-15,13351,8501.0,229.0,15343.0,4725.0,59.0
2022-08-16,13948,8799.0,230.0,16341.0,4461.0,46.0
2022-08-17,14023,9187.0,261.0,16260.0,4319.0,39.0
2022-08-18,12858,8812.0,223.0,15507.0,1731.0,47.0
2022-08-19,13435,9082.0,180.0,15167.0,4297.0,78.0
2022-08-20,3257,5240.0,228.0,7161.0,4394.0,19.0
2022-08-21,2075,3712.0,228.0,5306.0,4394.0,19.0
2022-08-22,13093,8338.0,228.0,15085.0,4394.0,32.0
2022-08-23,12873,8272.0,222.0,14776.0,4148.0,52.0
2022-08-24,14179,9035.0,269.0,16214.0,4414.0,67.0
2022-08-25,14093,9194.0,188.0,16142.0,4374.0,72.0
2022-08-26,13561,9302.0,177.0,15288.0,4191.0,53.0
2022-08-27,3181,5651.0,220.0,7180.0,4386.0,8.0
2022-08-28,2035,4008.0,220.0,5240.0,4386.0,22.0
2022-08-29,12670,7783.0,220.0,14208.0,4386.0,56.0
2022-08-30,14116,8863.0,225.0,15990.0,4392.0,54.0
2022-08-31,14360,8657.0,233.0,16306.0,4217.0,62.0
2022-09-01,14390,9107.0,221.0,16216.0,4235.0,38.0
2022-09-02,13829,9212.0,152.0,15371.0,4291.0,53.0
2022-09-03,3400,5289.0,246.0,7369.0,4479.0,24.0
2022-09-04,2078,3802.0,246.0,5329.0,4479.0,21.0
2022-09-05,13358,8597.0,246.0,14853.0,4479.0,81.0
2022-09-06,14002,8943.0,237.0,15814.0,4669.0,35.0
2022-09-07,14107,9135.0,266.0,15984.0,4338.0,69.0
2022-09-08,13343,8664.0,224.0,15129.0,4322.0,104.0
2022-09-09,11324,5298.0,182.0,14359.0,1154.0,56.0
2022-09-10,3258,5942.0,215.0,7065.0,4514.0,23.0
2022-09-11,2040,4185.0,215.0,5374.0,4514.0,27.0
2022-09-12,13036,8545.0,215.0,15050.0,4514.0,105.0
2022-09-13,13819,9164.0,221.0,16368.0,4359.0,59.0
2022-09-14,14148,9183.0,252.0,16085.0,4377.0,78.0
2022-09-15,13245,8425.0,173.0,15225.0,4270.0,56.0
2022-09-16,13366,9265.0,183.0,15208.0,3998.0,62.0
2022-09-17,3201,5410.0,223.0,7001.0,4288.0,21.0
2022-09-18,2108,3922.0,223.0,5466.0,4288.0,11.0
2022-09-19,13602,9159.0,223.0,15491.0,4288.0,111.0
2022-09-20,14506,9955.0,258.0,16735.0,4284.0,115.0
2022-09-21,14071,9746.0,221.0,15947.0,4199.0,50.0
2022-09-22,2171,4388.0,161.0,5727.0,2928.0,18.0
2022-09-23,13042,9011.0,161.0,14820.0,2928.0,93.0
2022-09-24,3197,5557.0,211.0,6828.0,3943.0,10.0
2022-09-25,2195,4683.0,211.0,6002.0,3943.0,19.0
2022-09-26,10515,8757.0,211.0,14394.0,3943.0,68.0
2022-09-27,10341,8520.0,227.0,14447.0,3943.0,60.0
2022-09-28,10443,8835.0,262.0,14540.0,3943.0,41.0
2022-09-29,11123,9207.0,202.0,15486.0,3943.0,57.0
2022-09-30,10526,9139.0,138.0,14264.0,3943.0,72.0
2022-10-01,3330,5908.0,219.0,7685.0,3943.0,33.0
2022-10-02,2252,4891.0,219.0,6560.0,3943.0,15.0
2022-10-03,2168,4046.0,219.0,5659.0,3943.0,13.0
2022-10-04,10872,9141.0,219.0,15168.0,3943.0,64.0
2022-10-05,9813,7663.0,252.0,13674.0,3943.0,45.0
2022-10-06,9972,8005.0,194.0,13508.0,3943.0,62.0
2022-10-07,9081,7982.0,176.0,12660.0,3943.0,52.0
2022-10-08,3193,5198.0,254.0,6824.0,3943.0,23.0
2022-10-09,2154,3826.0,254.0,5430.0,3943.0,16.0
2022-10-10,14114,9377.0,254.0,16357.0,3943.0,134.0
2022-10-11,14689,9787.0,245.0,17261.0,4652.0,78.0
2022-10-12,15012,10006.0,278.0,17394.0,4617.0,63.0
2022-10-13,15019,9623.0,240.0,17206.0,4386.0,94.0
2022-10-14,14044,9443.0,185.0,16075.0,4122.0,109.0
2022-10-15,3635,5750.0,244.0,8070.0,4754.0,11.0
2022-10-16,2320,4285.0,244.0,6017.0,4754.0,17.0
2022-10-17,14247,9179.0,244.0,15913.0,4754.0,78.0
2022-10-18,14898,9639.0,268.0,17225.0,4795.0,68.0
2022-10-19,15004,9893.0,271.0,17401.0,4520.0,144.0
2022-10-20,15110,9605.0,244.0,17024.0,4531.0,113.0
2022-10-21,13653,9277.0,190.0,15335.0,4210.0,127.0
2022-10-22,2859,4365.0,282.0,6086.0,4451.0,16.0
2022-10-23,2191,3992.0,282.0,5284.0,4451.0,9.0
2022-10-24,13910,8787.0,282.0,15422.0,4451.0,85.0
2022-10-25,15055,9619.0,248.0,17153.0,4420.0,82.0
2022-10-26,14973,9509.0,276.0,17188.0,4285.0,112.0
2022-10-27,14997,9650.0,255.0,16857.0,4129.0,63.0
2022-10-28,12670,9420.0,188.0,15280.0,2969.0,55.0
2022-10-29,3582,6057.0,223.0,7179.0,3631.0,16.0
2022-10-30,2259,4171.0,223.0,5454.0,3631.0,14.0
2022-10-31,12206,7602.0,223.0,13638.0,3631.0,39.0
2022-11-01,13821,8648.0,209.0,15268.0,4045.0,59.0
2022-11-02,14923,9251.0,292.0,16548.0,4134.0,90.0
2022-11-03,14796,9131.0,232.0,16373.0,4190.0,88.0
2022-11-04,14653,9360.0,176.0,15852.0,3994.0,80.0
2022-11-05,3531,5568.0,257.0,7541.0,3988.0,34.0
2022-11-06,2285,4208.0,257.0,5560.0,3988.0,44.0
2022-11-07,13382,8603.0,257.0,15154.0,3988.0,75.0
2022-11-08,15211,9628.0,263.0,16764.0,4334.0,72.0
2022-11-09,15356,9747.0,284.0,16491.0,4341.0,71.0
2022-11-10,15156,9612.0,246.0,16799.0,4229.0,91.0
2022-11-11,14462,9657.0,209.0,16327.0,3927.0,54.0
2022-11-12,3516,5607.0,271.0,7747.0,4.0,22.0
2022-11-13,1869,3197.0,271.0,4669.0,4.0,19.0
2022-11-14,13895,8761.0,271.0,15661.0,4206.0,54.0
2022-11-15,14825,9797.0,261.0,16820.0,4113.0,71.0
2022-11-16,14257,9527.0,281.0,16565.0,4184.0,98.0
2022-11-17,14939,9916.0,227.0,16962.0,4006.0,62.0
2022-11-18,14192,9730.0,179.0,16351.0,3768.0,60.0
2022-11-19,3736,5573.0,264.0,7765.0,3993.0,32.0
2022-11-20,2384,4102.0,264.0,5694.0,3993.0,34.0
2022-11-21,12993,8862.0,264.0,15055.0,3993.0,72.0
2022-11-22,14214,9565.0,263.0,16618.0,4049.0,104.0
2022-11-24,14678,9684.0,232.0,16618.0,3827.0,94.0
2022-11-25,14427,9851.0,169.0,17155.0,3529.0,73.0
2022-11-26,4063,9014.0,225.0,8471.0,2669.0,26.0
2022-11-27,2534,4322.0,225.0,6253.0,2669.0,21.0
2022-11-28,12610,9002.0,225.0,15471.0,2669.0,53.0
2022-11-29,14534,9800.0,249.0,16362.0,3665.0,50.0
2022-11-30,14266,9665.0,248.0,16658.0,3458.0,60.0
2022-12-01,14039,9654.0,228.0,16573.0,3421.0,51.0
2022-12-02,13977,10088.0,199.0,15873.0,2973.0,62.0
2022-12-03,3769,5702.0,259.0,8372.0,2872.0,49.0
2022-12-04,2481,4081.0,259.0,5865.0,2872.0,19.0
2022-12-05,13053,9071.0,259.0,15430.0,2872.0,63.0
2022-12-06,14281,9948.0,269.0,16941.0,2811.0,42.0
2022-12-07,14224,10015.0,268.0,16799.0,2268.0,72.0
2022-12-08,13725,10083.0,257.0,16396.0,2039.0,54.0
2022-12-09,13394,10098.0,188.0,15472.0,1654.0,64.0
2022-12-10,3687,6170.0,230.0,7773.0,542.0,26.0
2022-12-11,2424,4662.0,230.0,5876.0,542.0,24.0
2022-12-12,10669,7677.0,230.0,13056.0,542.0,74.0
2022-12-13,13215,9540.0,242.0,16023.0,882.0,66.0
2022-12-14,12828,9451.0,277.0,15889.0,679.0,70.0
2022-12-15,12969,9599.0,215.0,16001.0,695.0,59.0
2022-12-16,12338,9598.0,175.0,15433.0,409.0,60.0
2022-12-17,3708,5759.0,184.0,7436.0,483.0,33.0
2022-12-18,2487,4070.0,184.0,5647.0,483.0,35.0
2022-12-19,10284,7898.0,184.0,13242.0,483.0,48.0
2022-12-20,10832,8308.0,221.0,13925.0,483.0,46.0
2022-12-21,10564,7884.0,197.0,13303.0,483.0,68.0
2022-12-22,9127,6749.0,150.0,11528.0,483.0,73.0
2022-12-23,8636,6882.0,60.0,10697.0,483.0,45.0
2022-12-24,2789,3713.0,20.0,5451.0,483.0,8.0
2022-12-25,268,1026.0,20.0,555.0,483.0,10.0
2022-12-26,1996,3517.0,20.0,5276.0,483.0,10.0
2022-12-27,2355,3301.0,20.0,4917.0,483.0,10.0
2022-12-28,5505,4082.0,20.0,6369.0,483.0,41.0
2022-12-29,5431,3887.0,18.0,6497.0,483.0,66.0
2022-12-30,6087,4489.0,17.0,6931.0,483.0,34.0
2022-12-31,2897,4459.0,100.0,5731.0,483.0,22.0
2023-01-01,1364,2406.0,100.0,3178.0,483.0,4.0
2023-01-02,2239,2842.0,100.0,4541.0,483.0,16.0
2023-01-03,8061,5998.0,100.0,10227.0,483.0,45.0
2023-01-04,8322,5964.0,140.0,10293.0,483.0,32.0
2023-01-05,8541,7632.0,141.0,11050.0,483.0,42.0
2023-01-06,8728,8728.0,119.0,11240.0,483.0,74.0
2023-01-07,3298,7452.0,226.0,6637.0,483.0,45.0
2023-01-08,2299,4248.0,226.0,5101.0,483.0,33.0
2023-01-09,9863,7632.0,226.0,13141.0,483.0,44.0
2023-01-10,10552,8025.0,254.0,13727.0,483.0,50.0
2023-01-11,10536,8347.0,223.0,14072.0,483.0,48.0
2023-01-12,10638,7976.0,212.0,13777.0,483.0,69.0
2023-01-13,10558,8270.0,188.0,13371.0,483.0,43.0
2023-01-14,3478,5057.0,251.0,7041.0,483.0,15.0
2023-01-15,2192,3590.0,251.0,5281.0,483.0,19.0
2023-01-16,11079,7737.0,251.0,14190.0,483.0,48.0
2023-01-17,11574,8730.0,275.0,15009.0,483.0,59.0
2023-01-18,11246,8489.0,278.0,14409.0,483.0,70.0
2023-01-19,11337,8671.0,262.0,14881.0,483.0,66.0
2023-01-20,11236,8943.0,200.0,14207.0,483.0,64.0
2023-01-21,3561,6983.0,258.0,7272.0,483.0,25.0
2023-01-22,2196,3969.0,258.0,5130.0,483.0,13.0
2023-01-23,10852,8339.0,258.0,14102.0,483.0,64.0
2023-01-24,11675,8849.0,276.0,15200.0,483.0,60.0
2023-01-25,11963,9123.0,261.0,15513.0,483.0,62.0
2023-01-26,2333,4119.0,154.0,5938.0,483.0,13.0
2023-01-27,10366,7877.0,154.0,13248.0,483.0,54.0
2023-01-28,3455,4915.0,226.0,7531.0,483.0,21.0
2023-01-29,2226,3553.0,226.0,5147.0,483.0,21.0
2023-01-30,10872,8496.0,226.0,14615.0,483.0,48.0
2023-01-31,15316,10196.0,297.0,17918.0,3664.0,54.0
2023-02-01,16147,10628.0,334.0,18877.0,5774.0,59.0
2023-02-02,15814,10464.0,324.0,18290.0,5995.0,82.0
2023-02-03,15774,10575.0,258.0,17906.0,5667.0,64.0
2023-02-04,3792,5316.0,307.0,7711.0,5868.0,20.0
2023-02-05,2470,4481.0,307.0,6197.0,5868.0,22.0
2023-02-07,16880,11128.0,346.0,20140.0,6132.0,127.0
2023-02-08,16614,10940.0,336.0,19728.0,5921.0,144.0
2023-02-09,15166,9802.0,264.0,17773.0,5120.0,123.0
2023-02-10,16131,11455.0,255.0,18920.0,5366.0,118.0
2023-02-11,3940,6141.0,342.0,8266.0,5460.0,12.0
2023-02-12,2507,4680.0,342.0,6310.0,5460.0,22.0
2023-02-13,16429,10544.0,342.0,18785.0,5460.0,116.0
2023-02-14,16964,11844.0,363.0,20612.0,5803.0,80.0
2023-02-15,17335,11438.0,338.0,20661.0,5694.0,108.0
2023-02-16,17090,11327.0,292.0,20321.0,5753.0,117.0
2023-02-17,16365,13887.0,252.0,20392.0,5262.0,94.0
2023-02-18,4453,12927.0,334.0,11591.0,5439.0,17.0
2023-02-19,2750,7532.0,334.0,8097.0,5439.0,17.0
2023-02-20,16230,11061.0,334.0,19905.0,5439.0,72.0
2023-02-21,16095,10856.0,326.0,20261.0,4967.0,69.0
2023-02-22,17698,11639.0,381.0,21325.0,5154.0,100.0
2023-02-23,16954,11357.0,323.0,21285.0,5182.0,120.0
2023-02-24,16736,12125.0,271.0,20324.0,5107.0,94.0
2023-02-25,4194,8074.0,312.0,8817.0,5672.0,36.0
2023-02-26,2481,5640.0,312.0,6881.0,5672.0,21.0
2023-02-27,16775,10728.0,312.0,19631.0,5672.0,71.0
2023-02-28,15837,11516.0,351.0,20528.0,2345.0,84.0
2023-03-01,17387,11627.0,362.0,21753.0,5544.0,108.0
2023-03-03,16583,11200.0,269.0,19885.0,5013.0,77.0
2023-03-04,4103,6483.0,366.0,9145.0,13.0,22.0
2023-03-05,2729,4356.0,366.0,6234.0,5550.0,23.0
2023-03-06,16371,11064.0,366.0,19576.0,5550.0,101.0
2023-03-07,17674,11859.0,364.0,21560.0,5700.0,91.0
2023-03-08,17243,11910.0,389.0,21503.0,5175.0,94.0
2023-03-09,17194,11597.0,320.0,21456.0,5199.0,123.0
2023-03-10,16384,11381.0,238.0,20144.0,4708.0,72.0
2023-03-11,4137,6701.0,355.0,9370.0,9.0,19.0
2023-03-12,2607,5029.0,355.0,7004.0,5625.0,14.0
2023-03-13,2663,4465.0,355.0,6395.0,5625.0,8.0
2023-03-14,17223,11618.0,355.0,20989.0,5625.0,73.0
2023-03-15,17500,11811.0,383.0,21486.0,5634.0,119.0
2023-03-16,17731,11437.0,266.0,21334.0,5628.0,115.0
2023-03-17,16931,11798.0,294.0,19999.0,5299.0,105.0
2023-03-18,4108,6610.0,345.0,9131.0,5551.0,14.0
2023-03-19,2435,4340.0,345.0,6227.0,5551.0,15.0
2023-03-20,16522,10963.0,345.0,19721.0,5551.0,65.0
2023-03-21,17106,11542.0,373.0,20971.0,5703.0,72.0
2023-03-22,17377,11267.0,365.0,20932.0,5406.0,87.0
2023-03-23,15800,10808.0,345.0,19233.0,5413.0,100.0
2023-03-24,16465,11110.0,281.0,19704.0,5200.0,76.0
2023-03-25,3687,5699.0,346.0,7796.0,5409.0,11.0
2023-03-26,2624,4212.0,346.0,6383.0,5409.0,18.0
2023-03-27,15510,10639.0,346.0,18806.0,5409.0,71.0
2023-03-28,16337,10720.0,385.0,20215.0,5432.0,69.0
2023-03-29,15149,10538.0,346.0,18834.0,5110.0,86.0
2023-03-30,16112,11302.0,313.0,19714.0,4964.0,66.0
2023-03-31,15474,10997.0,264.0,19069.0,4840.0,61.0
2023-04-01,4092,5835.0,372.0,8656.0,4956.0,28.0
2023-04-02,2523,4367.0,372.0,6804.0,4956.0,15.0
2023-04-03,16101,10146.0,372.0,18204.0,4956.0,68.0
2023-04-04,16922,10937.0,340.0,19485.0,5398.0,79.0
2023-04-05,16759,10913.0,355.0,19340.0,4987.0,84.0
2023-04-06,15478,10385.0,258.0,18318.0,4393.0,78.0
2023-04-07,1146,2347.0,292.0,3058.0,1945.0,11.0
2023-04-08,3311,5053.0,292.0,6769.0,1945.0,19.0
2023-04-09,1975,3692.0,292.0,5264.0,1945.0,11.0
2023-04-10,2417,3853.0,292.0,5766.0,1945.0,21.0
2023-04-11,11880,9258.0,292.0,16829.0,1945.0,49.0
2023-04-12,11439,8952.0,304.0,16302.0,1945.0,49.0
2023-04-13,11910,9464.0,324.0,16443.0,1945.0,57.0
2023-04-14,11464,9419.0,261.0,15882.0,1945.0,60.0
2023-04-15,3868,5739.0,329.0,7922.0,1945.0,24.0
2023-04-16,2234,3731.0,329.0,5454.0,1945.0,18.0
2023-04-17,11622,9407.0,329.0,16589.0,1945.0,61.0
2023-04-18,12530,10259.0,378.0,18402.0,1945.0,71.0
2023-04-19,12722,10390.0,357.0,18357.0,1945.0,84.0
2023-04-20,12443,10295.0,328.0,17890.0,1945.0,80.0
2023-04-21,11993,9988.0,254.0,16913.0,1945.0,72.0
2023-04-22,3796,6505.0,232.0,8581.0,1945.0,14.0
2023-04-23,2498,6572.0,232.0,6513.0,1945.0,14.0
2023-04-24,13698,9132.0,232.0,16254.0,1945.0,61.0
2023-04-25,2420,4047.0,358.0,5898.0,5566.0,14.0
2023-04-26,17301,11169.0,358.0,20868.0,5566.0,94.0
2023-04-27,16872,11389.0,362.0,20509.0,5453.0,101.0
2023-04-28,16250,10883.0,287.0,19003.0,5330.0,110.0
2023-04-29,3499,5626.0,327.0,7487.0,5447.0,31.0
2023-04-30,1843,3261.0,327.0,4842.0,5447.0,11.0
2023-05-01,15828,10402.0,327.0,18694.0,5447.0,73.0
2023-05-02,16492,11321.0,419.0,20342.0,5357.0,78.0
2023-05-03,16117,10940.0,417.0,19717.0,5204.0,82.0
2023-05-04,16502,11026.0,351.0,19604.0,5281.0,91.0
2023-05-05,15523,10625.0,274.0,18453.0,4759.0,81.0
2023-05-06,3845,6139.0,364.0,8120.0,5228.0,20.0
2023-05-07,2010,3260.0,364.0,4904.0,5228.0,18.0
2023-05-08,15421,10329.0,364.0,18340.0,5228.0,49.0
2023-05-09,16463,11195.0,398.0,19820.0,5055.0,63.0
2023-05-10,16416,11133.0,397.0,19592.0,4878.0,78.0
2023-05-11,16353,10707.0,334.0,19483.0,4807.0,102.0
2023-05-12,15799,11026.0,256.0,18641.0,4859.0,83.0
2023-05-13,3988,6036.0,373.0,8328.0,5000.0,24.0
2023-05-14,2212,4302.0,373.0,6208.0,5000.0,18.0
2023-05-15,15462,10191.0,373.0,18451.0,5000.0,82.0
2023-05-16,16229,11175.0,421.0,19552.0,5001.0,54.0
2023-05-17,16175,11031.0,404.0,19560.0,4910.0,93.0
2023-05-18,16171,11091.0,335.0,19269.0,5070.0,118.0
2023-05-19,15563,10628.0,287.0,18360.0,4607.0,87.0
2023-05-20,3846,5946.0,386.0,7858.0,4902.0,19.0
2023-05-21,2441,4214.0,386.0,6279.0,4902.0,15.0
2023-05-22,15536,10275.0,386.0,18284.0,4902.0,61.0
2023-05-23,15907,10702.0,395.0,19183.0,4756.0,62.0
2023-05-24,15945,10982.0,373.0,19285.0,4931.0,61.0
2023-05-25,12032,10241.0,300.0,15122.0,4884.0,56.0
2023-05-26,15122,10315.0,255.0,17572.0,4608.0,70.0
2023-05-27,3704,5533.0,376.0,7544.0,4865.0,12.0
2023-05-28,2215,4789.0,376.0,5996.0,4865.0,16.0
